index	table_id	annotator_id	premise	hypothesis	label
791	T121	GW4	 Buffy the Vampire Slayer Season Ten is a book.  The publisher of Buffy the Vampire Slayer Season Ten is Dark Horse Comics.  The genre of Buffy the Vampire Slayer Season Ten is Horror.  The publication date of Buffy the Vampire Slayer Season Ten was on March   2014 - August   2016. 	The comic Buffy the Vampire Slayer Season Ten was released by Marvel comics.	0
5125	T1330	GW12	 The origin of Camel is Guildford, Surrey, England.  The years active of Camel was on 1971 (1971)-present.  The labels of Camel are MCA, Deram, Gama, Janus, Decca, Camel Productions.  The website of Camel is camelproductions .com.  	Janus and Garma are two labels associated with Camel since 1971.	1
2858	T457	GW0	 Contact is a movie.  Contact was directed by Robert Zemeckis.  Contact was screenplay by James V. Hart Michael Goldenberg.  The cinematography of Contact was by Don Burgess. 	The director of Contact also wrote the screenplay.	0
1381	T204	GW1	 The years active of Bruce Lee was on 1941 - 1973.  The parents of Bruce Lee are Lee Hoi-chuen (father) (1901 - 1965) , Grace Ho (mother) (1907 - 1996).  Bruce Lee was born as Lee Jun-fan November 27, 1940  San Francisco, California, U.S..  Bruce Lee died on July 20, 1973 (1973-07-20)  (aged 32)  Kowloon Tong, British Hong Kong. 	Bruce Lee was active in his career for over 30 years.	2
16400	T2704	GW115	 The subsidiaries of Nomura Holdings, Inc. is Nomura Securities Co., Ltd. , Nomura Asset Management Co., Ltd. , The Nomura Trust & Banking Co., Ltd..  The website of Nomura Holdings, Inc. is www.nomura.com.   Nomura Holdings, Inc. was founded on December 25, 1925; 93 years ago (1925-12-25) , Osaka, Japan.  The number of headquarters of Nomura Holdings, Inc. is 1-9-1, Nihonbashi, Chuo, Tokyo, Japan. 	Nomura Holdings, Inc Website is www.nomura.com	2
5040	T853	GW28	 Death Grips is a musician.  The origin of Death Grips is Sacramento, California, U.S..  The genres of Death Grips are Experimental hip hop, electropunk, industrial hip hop, rap rock.  The associated acts of Death Grips are The I.L.Y's, Bjork, Andrew Adamson, Justin Chancellor, Justice Yeldham, Nervous Cop, Tera Melos, Ministry, Nine Inch Nails. 	Death Grips is an American music band.	2
13160	T2343	GW121	 f(x) is a musician.  The genres of f(x) are K-pop, electropop, synthpop.  The labels of f(x) are SM Entertainment, Avex Trax.  The associated acts of f(x) is SM Town. 	SM Entertainment is associated with an act that performs electropop.	2
10323	T1723	GW1	 The children of John Bardeen are James M. Bardeen (b. 1939), William A. Bardeen (b. 1941), Elizabeth Greytak (1944-2000).  John Bardeen is a person.  John Bardeen was born on ( 1908-05-23 ) May 23, 1908  Madison, Wisconsin, U.S..  The spouse(s) of John Bardeen is Jane Maxwell ( m. 1938-1991). 	The mother of all of John Bardeen's children was the same woman.	1
4467	T690	GW33	 Daniel Hillis was born as William Daniel Hillis ,  (1956-09-25) September 25, 1956 (age 62) , Baltimore, Maryland, U.S..  The alma mater of Daniel Hillis is Massachusetts Institute of Technology.  The awards of Daniel Hillis is Dan David Prize (2002) , Grace Murray Hopper Award (1989).  The doctoral advisor of Daniel Hillis is Marvin Minsky , Gerald Jay Sussman , Claude Shannon.  	William Daniel Hillis lived in Baltimore, Maryland, U.S	1
15802	T2638	GW111	 The products of TAG Heuer S.A. is Watches.  The type of TAG Heuer S.A. is Wholly owned subsidiary.  The industry of TAG Heuer S.A. is Watchmaking.  The key people of TAG Heuer S.A. is Jean-Claude Biver, CEO. 	TAG Heuer makes a full jewelry line.	0
6469	T1368	GW0	 The origin of Brand New is Long Island, New York, U.S..  The years active of Brand New was on 2000-2018.  The labels of Brand New are Tiny Evil, Interscope, Triple Crown, Iodine, Razor & Tie, Procrastinate! Music Traitors.  The associated acts of Brand New are The Rookie Lot, Taking Back Sunday. 	Brand New are still touring to this day.	0
12893	T2313	GW112	 The inclination of Earth Orbital characteristics (Epch J2000) are 7.155° to the Sun's equator;, 1.57869° to invariable plane;, 0.00005° to J2000 ecliptic.  Earth Orbital characteristics (Epch J2000) is a planet.  The perihelion of Earth Orbital characteristics (Epch J2000) is 147095000 km ,  (91401000 mi; 0.98327 AU).  The satellites of Earth Orbital characteristics (Epch J2000) are 1 natural satellite: the Moon, 5 quasi-satellites, >1 800 operational artificial satellites, >16 000 space debris.  	The moon is a natural satellite.	2
10924	T1821	GW93	 The genre of Hugo Gernsback is Science fiction.   The occupation of Hugo Gernsback are Inventor, magazine publisher, editor, writer.  The nationality of Hugo Gernsback are Luxembourgish, American.  The period of Hugo Gernsback was on 1911-1967 (science fiction). 	Hugo Gernsback is in the romance genre.	0
12667	T2288	GW114	 Malus domestica 'Cornish Gilliflower' is a food.  The cultivar of Malus domestica 'Cornish Gilliflower' is 'Cornish Gilliflowerr'.  Malus domestica 'Cornish Gilliflower' was origin on introduced 1813.  	1800 was brought to the attention of the Royal Horticultural Society by Sir Christopher Hawkins	0
7454	T1185	GW12	 The awarded for of Patronal Medal is Distinguished service in the advancement of Marian devotion.  Patronal Medal was first awarded on 1974.  The last awarded of Patronal Medal is 2013.  The currently held by of Patronal Medal is Carl A. Anderson.  	Carl A. Anderson has held the Patronal Medal since 1974.	0
6079	T999	GW28	 Campari is a food&drink.  The type of Campari is Bitters.  The alcohol by volume of Campari is 20.5-28%.  The flavour of Campari is Bitter, spicy and sweet. 	Campari is a mild, subtle English alcoholic drink.	0
14313	T2471	GW28	 Barranquilla is a city.  The population (2005) municipality and city of Barranquilla is 1,148,506.  The motto of Barranquilla is Barranquilla capital de vida (Barranquilla capital of life).  The region of Barranquilla is Caribbean. 	Barranquilla is the richest city in the Caribbean.	1
2172	T341	GW0	 The Right Honourable Jeremy Corbyn MP is a person.  The Right Honourable Jeremy Corbyn MP was born as Jeremy Bernard Corbyn    ( 1949-05-26 )  26 May 1949  (age 69)  Chippenham, England.  The spouse(s) of The Right Honourable Jeremy Corbyn MP are Jane Chapman ( m.  1974;  div.  1979)  , Claudia Bracchitta ( m.  1987;  div.  1999) , Laura Álvarez(m. 2012) .  The relatives of The Right Honourable Jeremy Corbyn MP is Piers Corbyn (brother). 	Jeremy Corbyn first married in his twenties.	2
16260	T2689	GW68	 Masaya Nakamura was born on (1925-12-24)24 December 1925 , Tokyo, Japan.  Masaya Nakamura died on 22 January 2017(2017-01-22) (aged 91).  The nationality of Masaya Nakamura is Japanese.  The notable work of Masaya Nakamura is Pac-Man.  	He did not live in Japan his entire life.	1
5272	T887	GW51	 Catch Me If You Can was produced by Steven Spielberg, Walter F. Parkes.  Catch Me If You Can was distributed by DreamWorks Pictures.  Catch Me If You Can was based on Catch Me If You Can  , by Frank Abagnale Jr. ,  Stan Redding.  Catch Me If You Can was starring Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye. 	Catch Me If You Can is based on real-life events involving a con-man portrayed by DiCaprio.	1
1726	T250	GW21	 Corey Haim was born on December 23, 1971 ( 1971-12-23 ) Toronto, Ontario, Canada.  Corey Haim died on March 10, 2010 (2010-03-10)  (aged 38)  Burbank, California, U.S..  The occupation of Corey Haim is Actor.  The years active of Corey Haim was on 1981 - 2010. 	Corey Haim was very big in the 1980's and starred with other teenagers in many films.	2
8429	T1319	GW28	 The type of General is Single-lens reflex.  The lens of General is Interchangeable, Nikon F mount.  The image sensor maker of General is Nikon.  The focus modes of General is Single-servo (AF-S); Continuous-servo (AF-C); Manual (M). 	Nikon D700 is a manual single-lens reflex camera.	0
8552	T1336	GW22	 The sire of Camarero is Thirteen (USA).  The record of Camarero is 76: 73-2-0.  The earnings of Camarero is $43,553.   Camarero was foaled on 1951. 	Camarero's record of 76: 73-2-0 is still unbeaten.	1
16497	T2715	GW107	 Algiers is a city.  The province of Algiers is Algiers Province.  The district of Algiers is Sidi M'Hamed District.  The capital city of Algiers are Populations: 3,415,811 (2011), Area: 363 km2 (140 sq mi). 	Algiers is the largest city in Algeria	1
8119	T1273	GW68	 FA Cup was founded on 1871; 148 years ago (1871).  The number of teams of FA Cup is 736 (2018-19).  The current champions of FA Cup is Manchester City (6th title).  The most successful club(s) of FA Cup is Arsenal (13 titles). 	The next to last champions were Arsenal.	1
13917	T2427	GW1	 The wheelbase of Henry J is 100 in (2,500 mm).  The length of Henry J is 174.5 in (4,432 mm) (1950) to 178 in (4,521 mm) (1953-1954).  The width of Henry J is 70 inch.  The curb weight of Henry J is 2,341 lb (1,062 kg).  	"The Henry J's original width was 65""."	1
5496	T1320	GW51	 Brothers in Arms is a album.  Brothers in Arms was released on 13 May 1985 (1985-05-13).  Brothers in Arms was recorded on November 1984 - March 1985.  The studio of Brothers in Arms is AIR Studios, Montserrat. 	Brother in Arms was the 4th studio album released by the group Dire Straits.	1
511	T81	GW0	 The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   Kate Hudson was born as Kate Garry Hudson    ( 1979-04-19 )  April 19, 1979  (age 39)   Los Angeles, California, U.S..  The spouse(s) of Kate Hudson is Chris Robinson ( m.  2000;  div.  2007).  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present). 	Kate Hudson is currently married to Chris Robinson.	0
8103	T1272	GW68	 The postgraduates of All India Institute of Medical Sciences(AIIMS) Jodhpur is 56 per annum.  The location of All India Institute of Medical Sciences(AIIMS) Jodhpur is Jodhpur, Rajasthan, 342005, India , Coordinates: 26°17′N 73°01′E﻿ / ﻿26.28°N 73.02°E﻿ / 26.28; 73.02.  All India Institute of Medical Sciences(AIIMS) Jodhpur was established on 31 January 2004.  The undergraduates of All India Institute of Medical Sciences(AIIMS) Jodhpur is 160 per annum. 	The All India Institute of Medical Sciences(AIIMS) Jodhpur has 104 more undergraduates per annum than postgraduates.	2
9362	T1476	GW84	 John McCain died on August 25, 2018 (2018-08-25)  (aged 81) Cornville, Arizona, U.S..  The education of John McCain is United States Naval Academy  (BS).  The resting place of John McCain is United States Naval Academy Cemetery, Annapolis, Maryland.  The political party of John McCain is Republican. 	John McCain served in the military.	2
10447	T1745	GW84	 Isaiah Thomas is a person.  Isaiah Thomas was born on ( 1989-02-07 )  February 7, 1989  (age 29)  Tacoma, Washington.  The nationality of Isaiah Thomas is American.  The listed weight of Isaiah Thomas is 185 lb (84 kg).  	Isaiah Thomas played for a team in New York.	0
14826	T2528	GW107	 Penelope Fitzgerald was born as Penelope Mary Knox , (1916-12-17)17 December 1916 , Lincoln, England.  Penelope Fitzgerald died on 28 April 2000(2000-04-28) (aged 83) , London, England.  The occupation of Penelope Fitzgerald is Writer.  The notable awards of Penelope Fitzgerald are Booker Prize (1979), National Book Critics Circle Award (1997). 	Penelope Fitzgerald only wrote book in English.	1
8795	T1365	GW17	 Canned Heat is a musician.  The genres of Canned Heat are Blues rock, boogie rock.  The labels of Canned Heat are Liberty, Ruf, United Artists, Rhino.  The associated acts of Canned Heat are John Mayall & the Bluesbreakers, John Lee Hooker. 	Canned Heat mostly performs Rap music.	0
11379	T1884	GW94	 The production companies of Hunt for the Wilderpeople are Defender Films, Piki Films, Curious.  Hunt for the Wilderpeople was distributed by Piki Films  (N.Z.), Madman Entertainment  (N.Z./Australia), The Orchard  (U.S.), Vertigo Films  (UK).  The release date of Hunt for the Wilderpeople are 22 January 2016 (Sundance), 31 March 2016 (New Zealand; theatrical).  The running time of Hunt for the Wilderpeople is 101 minutes. 	Hunt for the Wilderpeople did well at the initial screening.	1
11053	T1837	GW4	 In the box office, Hulk made $245.4 million.   The production company of Hulk are Marvel Enterprises, Valhalla Motion Pictures, Good Machine.  Hulk was distributed by Universal Pictures.  The running time of Hulk is 138 minutes. 	One of the people staring in Hulk wrote it.	0
12846	T2308	GW1	 Drowning Girl is a painting.  The artist of Drowning Girl is Roy Lichtenstein.  The medium of Drowning Girl is oil and synthetic polymer paint on canvas.  The location of Drowning Girl is Museum of Modern Art, New York City. 	Drowning Girl has always been housed at the Museum of Modern Art in New York.	1
13940	T2430	GW112	 The urban area of Heraklion is 225,574 km 2  (87,095 sq mi).  The municipality of Heraklion is 244.6 km 2  (94.4 sq mi).  The municipal unit of Heraklion is 109.0 km 2  (42.1 sq mi).  The highest elevation of Heraklion is 33 m (108 ft). 	There are fewer square miles in municipality units than in municipalities.	2
10458	T1748	GW72	 The lowest elevation was on 490 m (1,610 ft).   The capital city was on 906.5 km2 (350.0 sq mi).  Islamabad is a country.  The highest elevation was on 620 m (2,000 ft). 	Islamabad has the highest elevation of its region	1
15618	T2617	GW120	 The nickname(s) of Faisalabad is The Manchester of Pakistan.  The official language of Faisalabad is Urdu.  The native language of Faisalabad is Punjabi.  The languages (1981) of Faisalabad is 98.2% Punjabi , 1.8% Others. 	Urdu and Punjabi languages alone are spoken in Faisalabad.	1
7258	T1154	GW1	 The affiliation of University of Wisconsin–Madison is UW System.  The website of University of Wisconsin–Madison is www .wisc .edu.   The location of University of Wisconsin–Madison is Madison, Wisconsin, U.S. , 43°04′30″N 89°25′02″W﻿ / ﻿43.075000°N 89.417222°W﻿ / 43.075000; -89.417222Coordinates: 43°04′30″N 89°25′02″W﻿ / ﻿43.075000°N 89.417222°W﻿ / 43.075000; -89.417222.  The academic affiliation of University of Wisconsin–Madison are AAU, URA, APLU, BTAA, WUN. 	University of WisconsinÐMadison was affiliated with the URA before the APLU.	1
6684	T1081	GW11	 Caldo galego is a food&drink.  The type of Caldo galego is Soup.  The created by of Caldo galego is Traditional.  The main ingredients of Caldo galego is Cabbage or other greens, potatoes, white beans, fatty pork.  	Caldo galego is more often vegetarian .	1
4401	T679	GW28	 Destroyer is a album.  The recorded of Destroyer is 3-6 September 1975 at Electric Lady Studios and January-February 1976 at Record Plant Studios, New York City.  The genre of Destroyer is Hard rock, heavy metal.  The label of Destroyer is Casablanca. 	Destroyer was a studio album by the band KISS.	1
12100	T1986	GW93	 I'm with You was released on August 26, 2011.  I'm with You was recorded on September 14, 2010 - March 18, 2011.  The studio of I'm with You are East West Studios in Los Angeles, California, Shangri La Studio in Malibu, California.  The length of I'm with You is 59 : 21. 	I'm with You is over an hour long.	0
2125	T326	GW0	 By the Way was recorded on November 2001 - May 2002.  The studio of By the Way is Cello Studios and Chateau Marmont in Los Angeles.  The label of By the Way is Warner Bros..  The producer of By the Way is Rick Rubin.  	Rick Rubin produces most of his records at Cello Studios.	1
4334	T672	GW12	 The origin of Cream is London, England.  The years active of Cream was on 1966 (1966)-1968, 2005, (one-off reunion: 1993).  The labels of Cream are Reaction, Polydor, Atco, RSO, Reprise.  The associated acts of Cream are Powerhouse, the Graham Bond Organisation, John Mayall's Bluesbreakers, Blind Faith, Bruce-Baker-Moore.  	Cream was associated with the act of Bruce-Baker-Moore during their active years.	2
13269	T2355	GW116	 George IV is a person.  The reign of George IV was on 29 January 1820 - 26 June 1830.  The predecessor of George IV is George III.  The successor of George IV is William IV.  	George IV was popular.	1
9310	T1463	GW1	 The years active of Jeff Buckley was on 1990-1997.  The birth name of Jeff Buckley is Jeffrey Scott Buckley.  Jeff Buckley was born on ( 1966-11-17 ) November 17, 1966 Orange, California, U.S..  Jeff Buckley died on May 29, 1997 (1997-05-29)  (aged 30) Memphis, Tennessee, U.S.. 	Jeff Buckley was born in the Summer of 1966.	0
6401	T1048	GW28	 Boulevard des Capucines is a painting.  The artist of Boulevard des Capucines is Claude Monet.  The year of Boulevard des Capucines is 1873-74.  The location of Boulevard des Capucines is Nelson-Atkins Museum of Art, Kansas City, Missouri.  	Boulevard des Capucines is a 19th century European work of art.	2
286	T45	GW1	 Jennette McCurdy was born on (1992-06-26) June 26, 1992 (age 26) , Long Beach, California, U.S..  The residence of Jennette McCurdy is Studio City, California, U.S..  The genres of Jennette McCurdy are Country, country pop.  The labels of Jennette McCurdy is Capitol Nashville/EMI. 	Jennette McCurdy has lived in California her whole life.	1
9807	T1589	GW84	 Katy Lied is a album.  Katy Lied was released on March 1975.  Katy Lied was recorded on November 1974-January 1975.  The studio of Katy Lied is ABC, Los Angeles. 	Most of Katy Lied was recorded in 1974.	1
15160	T2566	GW116	 Redneck Woman is a album.  The album of Redneck Woman is Here for the Party.  The songwriter(s) of Redneck Woman are John Rich, Gretchen Wilson.  The music video of Redneck Woman is 'Redneck Woman' at CMT.com.  	Redneck Woman is a rap song.	0
11831	T1950	GW74	 Jada Pinkett Smith was born on ( 1971-09-18 )  September 18, 1971  (age 47)   Baltimore, Maryland, U.S..  The occupation of Jada Pinkett Smith are Actress, Singer-Songwriter, Businesswoman.  The years active of Jada Pinkett Smith is 1990-present.  The spouse(s) of Jada Pinkett Smith is Will Smith ( m.  1997). 	Jada Pinkett Smith began her career the year she turned 19.	2
8071	T1266	GW35	 Banff National Park is a city.  The location of Banff National Park is Alberta.  The nearest town of Banff National Park is Canmore, Alberta.  The governing body of Banff National Park is Parks Canada. 	Banff National Park is situated in a Canadian province.	1
6328	T1037	GW28	 The publisher of Chilling Adventures of Sabrina is Archie Horror.  Chilling Adventures of Sabrina has a Irregular schedule.  The format of Chilling Adventures of Sabrina is Ongoing series.  The publication date of Chilling Adventures of Sabrina was on October 2014 - present. 	Chilling Adventures of Sabrina is published monthly and for a limited run.	0
7208	T1146	GW52	 Carly Rae Jepsen is a musician.  Carly Rae Jepsen was born on (1985-11-21) November 21, 1985 (age 33) , Mission, British Columbia, Canada.  The genres of Carly Rae Jepsen is Pop.  The occupation(s) of Carly Rae Jepsen is Singer, songwriter, actress. 	Carly Rae Jepsen has retired from music.	0
1448	T214	GW3	 The type of Kas is Soft drink.  The manufacturer of Kas is PepsiCo.  The country of origin of Kas is Spain.  The flavour of Kas are Orange , Lemon , Apple , Guarana , Guarana with Acerola , Guarana with Maracuja , Guarana with Peach. 	Kas has partnered with Pepsi-co to sell Pepsi products in Spain under the brand name of Kas	1
8209	T1289	GW27	 The armor: of Graf Zeppelin are Belt: 100 mm (3.9 in), Flight deck: 45 mm (1.8 in), Main deck: 60 mm (2.4 in).  The builder: of Graf Zeppelin is Deutsche Werke.  The class and type: of Graf Zeppelin is Graf Zeppelin class aircraft carrier.  The aircraft carried: of Graf Zeppelin are Proposed complement of 42, 1930 proposal: 30 fighters & 12 dive bombers, 1939 proposal: 12 fighters & 30 dive bombers.  	The Graf Zeppelin was Deutsche Werke's first aircraft carrier.	1
2822	T452	GW28	 Chips is a movie.  The production company of Chips is Primate Pictures.  The release date of Chips are March 20, 2017  ( 2017-03-20 )  (TCL Chinese Theatre), March 24, 2017  ( 2017-03-24 )  (United States).  Chips was starring Dax Shepard, Michael Pena, Rosa Salazar, Adam Brody, Vincent D'Onofrio. 	Chips was a very profitable movie.	0
6568	T1303	GW6	 The origin of Bowling for Soup is Wichita Falls, Texas, U.S..  The genres of Bowling for Soup are Pop punk, pop rock, alternative rock, power pop.  The labels of Bowling for Soup are Brando, FFROE, Jive, Que-so, RCA, Silvertone, Sony BMG, Zomba.  The associated acts of Bowling for Soup are Jarinus, Linus of Hollywood, Patent Pending, The Dollyrots, Jaret & Erik, Christy Darlington. 	Sony BMG has never signed a band from Wichita Falls.	0
15386	T2592	GW107	 Sir J. J. Thomson OM PRS was born as Joseph John Thomson , (1856-12-18)18 December 1856 , Cheetham Hill, Manchester, England.  Sir J. J. Thomson OM PRS died on 30 August 1940(1940-08-30) (aged 83) , Cambridge, England.  The academic advisors of Sir J. J. Thomson OM PRS is John Strutt (Rayleigh) , Edward John Routh.  The notable students of Sir J. J. Thomson OM PRS is Charles Glover Barkla , Charles T. R. Wilson , Ernest Rutherford , Francis William Aston ,  John Townsend , J. Robert Oppenheimer , Owen Richardson , William Henry Bragg , H. Stanley Allen , John Zeleny , Daniel Frost Comstock , Max Born , T. H. Laby , Paul Langevin , Balthasar van der Pol , Geoffrey Ingram Taylor , Niels Bohr , George Paget Thomson.  	Joseph John Thomson lived through two centuries.	2
7172	T1141	GW28	 The most titles (male) of Last completed is 3  ,  Ken Fletcher /  ,  Jean-Claude Barclay.  The location of Last completed is Paris, XVI e  , France.  The venue of Last completed is Tennis Club de Paris, at Auteuil (some of the years 1895-1908)  , Île de Puteaux , (some of the years 1891-1908) , Racing Club de France , (some of the years 1891-1908 and also all years 1910-1924, 1926) ,  Société Athlétique de la Villa Primrose in Bordeaux (1909) , Stade Français (1925, 1927) , Stade Roland Garros (since 1928).  The current champions of Last completed is Latisha Chan  ,  Ivan Dodig. 	Championnats Internationaux de France de Tennis is a round-robin event.	0
12063	T1982	GW95	 The years active of Jake was on 1997-2006.  The known for of Jake was on Rescue efforts following the September 11 attacks and Hurricane Katrina.  Jake was born on 1995.  Jake died on July 25, 2007. 	Jake died while working.	1
5741	T1153	GW27	 Carrie & Lowell is a album.  Carrie & Lowell was released on March 31, 2015 (2015-03-31).  The recorded of Carrie & Lowell is Mid-2014.  The studio of Carrie & Lowell are Flora (Portland, Oregon), Black Watch (Norman, Oklahoma), April Base (Eau Claire, Wisconsin), Pat Dillett's studio (Midtown Manhattan), Stevens' office (Dumbo, Brooklyn), Hotel room (Klamath Falls, Oregon). 	'Carrie & Lowell' was released the year after it was recorded.	2
11435	T1894	GW93	 Idris Elba was born on 6 September 1972  (age 46)   Hackney, London, England.  The birth name of Idris Elba is Idrissa Akuna Elba.  The years active of Idris Elba was on 1994 - present.  The number of children of Idris Elba are 2.  	Idris Elba was born in 1972.	2
7012	T1121	GW17	 The residence of Brenda Song is Los Angeles, California, U.S..  The alma mater of Brenda Song is University of California, Berkeley.  The occupation of Brenda Song is Actress.  The partner(s) of Brenda Song is Macaulay Culkin (2017-present).  	Brenda Song won an Oscar.	1
15434	T2597	GW107	 The region of Medellín is Aburrá Valley.  The elevation of Medellín is 1,495 m (4,905 ft).  The nickname9s) of Medellín is City of the Eternal Spring, Capital of the Mountain, City of the Flowers.  The metro density (2019) of Medellín is 6,925/km 2  (17,940/sq mi). 	Medellín is above sea level.	2
11059	T1839	GW86	 In the box office, Into the Wild made $56,822,960.   The production company of Into the Wild are Paramount Vantage, River Road Entertainment, Square One C.I.H., Linson Film.  The running time of Into the Wild is 148 minutes.  The budget of Into the Wild is $20 million. 	Into the Wild's box office was more than three times its budget.	0
9745	T1579	GW84	 The spouse(s) of John Denver are Annie Martell-Denver ( m.  1967;  div.  1982), Cassandra Delaney-Denver ( m.  1988;  div.  1993).  John Denver was born on December 31, 1943  Roswell, New Mexico, U.S..  John Denver died on October 12, 1997 (1997-10-12)  (aged 53)  Monterey Bay, California, U.S..  The cause of death of John Denver is Plane crash. 	John Denver was still married when he died.	0
4837	T770	GW59	 The manufacturer of Cointreau is Remy Cointreau.  The country of origin of Cointreau is Angers, France.  The alcohol by volume of Cointreau is 40%.  The proof (us) of Cointreau is 80. 	Contreau is still in production today.	1
6954	T1115	GW22	 Bringing It All Back Home was released on March 22, 1965 (1965-03-22).  Bringing It All Back Home was recorded on January 13-15, 1965.  The studio of Bringing It All Back Home is Columbia Studio A & Studio B, New York City.  The length of Bringing It All Back Home is 47:21. 	"Album ""Bringing It All Back Home"" was released on March 22, 1965 having a length of 47:21."	2
9116	T1409	GW74	 Jordan Peele was born on February 21, 1979  (age 39)   New York City, U.S..  The years active of Jordan Peele is 2002-present.  The spouse(s) of Jordan Peele is Chelsea Peretti ( m.  2016).  The number of children of Jordan Peele are 1.  	Jordan Peele was 20 years old when he began his career.	0
565	T90	GW4	 The genres of Florence and the Machine are Indie rock, indie pop, baroque pop, chamber pop, art rock, art pop, neo soul, folk.  The years active of Florence and the Machine was on 2007 - present.  The labels of Florence and the Machine are Moshi Moshi, Iamsound, Island, Republic, Universal Republic, Virgin EMI.  The associated acts of Florence and the Machine are Dizzee Rascal, Kid Harpoon, The Big Pink, The Horrors, Dev Hynes. 	Florence and the Machine have been on 8 different record labels.	0
266	T41	GW4	 The spouse(s) of Kaitlin Olson is Rob McElhenney ( m.   2008 ).  The number of children of Kaitlin Olson are 2.   Kaitlin Olson was born on August 18, 1975 ( 1975-08-18 ) (age 43)   Portland, Oregon, U.S..  The years active of Kaitlin Olson is 2000 - present. 	Kaitlin Olson has been married for over twenty years.	0
9582	T1541	GW68	 John Wayne Gacy is a person.  The victims of John Wayne Gacy is 33+.  The date apprehended of John Wayne Gacy was on December 21, 1978.  The imprisoned at of John Wayne Gacy is Menard Correctional Center.  	He killed mostly women.	1
2703	T431	GW0	 The labels of Chief Keef are Glo Gang, 1017 Brick Squad, FilmOn Music, Fontana, E1, RBC, BMG.  The occupation of Chief Keef are Rapper, record producer, songwriter.  The years active of Chief Keef is 2011-present.  The number of children of Chief Keef are 4. 	Chief Keef has been signed to several independent record labels.	2
11052	T1837	GW4	 Hulk was produced by Avi Arad, Larry J. Franco, Gale Anne Hurd, James Schamus.  The release date of Hulk is June 20, 2003.  The running time of Hulk is 138 minutes.  Hulk was starring Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte. 	Hulk wound up winning awards ini 2003.	1
14278	T2467	GW112	 Justinian the Great Saint Justinian is a person.  The reign of Justinian the Great Saint Justinian is 1 August 527 - 14 November 565Co-emperor: 1 April 527-1 August 527.  The predecessor of Justinian the Great Saint Justinian is Justin I.  The successor of Justinian the Great Saint Justinian is Justin II.  	Justinian the Great was not considered a saint.	0
3975	T625	GW28	 Countdown to Final Crisis is a book.  The format of Countdown to Final Crisis is Limited series.  The publication date of Countdown to Final Crisis was on May 2007 - April 2008.  The main character(s) of Countdown to Final Crisis is Darkseid , Donna Troy , Jimmy Olsen , Mary Marvel , Jason Todd , Harley Quinn , Holly Robinson , Karate Kid , Kyle Rayner , Superman-Prime , Monarch , Ray Palmer , Pied Piper , Triplicate Girl , Forager , Trickster , Duela Dent.  	Countdown to Final Crisis will be made into a motion picture.	1
1233	T183	GW1	 In the box office, Iron Man 3 made $1.215 billion.   The release date of Iron Man 3 are April 14, 2013  ( 2013-04-14 )  (Grand Rex) ,  May 3, 2013  ( 2013-05-03 )  (United States).  The running time of Iron Man 3 is 131 minutes.  The budget of Iron Man 3 is $200 million. 	Iron Man 3's run time is under two hours long.	0
9300	T1462	GW68	 The relatives of Kate Mara is Rooney Mara (sister).  The family of Kate Mara are Rooney, Mara.   The birth name of Kate Mara is Kate Rooney Mara.  The other names of Kate Mara is Katherine Rooney Mara. 	Kate's sister Rooney is also an actress.	1
3671	T576	GW0	 The relatives of Christopher Nolan are Jonathan Nolan (brother), John Nolan (uncle) Lisa, Joy (sister-in-law).   Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The citizenship of Christopher Nolan are United Kingdom, United States.  The alma mater of Christopher Nolan is University College London. 	Christopher Nolan attended college in the United States.	0
866	T130	GW1	 John James Rickard Macleod, FRS was born on ( 1876-09-06 ) 6 September 1876  Clunie, Perthshire, Scotland.  John James Rickard Macleod, FRS died on 16 March 1935 (1935-03-16)  (aged 58)  Aberdeen, Scotland.  John James Rickard Macleod, FRS was known for Co-discovery of insulin.  The awards of John James Rickard Macleod, FRS is Nobel Prize in Physiology or Medicine (1923). 	John James Rickard Macleod died in the Fall of 1935.	0
453	T70	GW1	 February 2009 Great Britain and Ireland snowfall was type on Winter storm.  The areas affected of February 2009 Great Britain and Ireland snowfall is British Isles and parts of Western Europe.   The damage of February 2009 Great Britain and Ireland snowfall is 1.3 billion Euros (US$2.1 billion).  The fatalities of February 2009 Great Britain and Ireland snowfall is At least 4. 	The 2009 storm that hit Great Britain and Ireland was the worst of the decade for that region.	1
6296	T1034	GW28	 Breakfast at Tiffany's is a movie.  Breakfast at Tiffany's was screenplay by George Axelrod.  Breakfast at Tiffany's was starring Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen, Martin Balsam, Mickey Rooney.  The cinematography of Breakfast at Tiffany's was by Franz F. Planer, Uncredited:, Philip H. Lathrop. 	Breakfast at Tiffany's is an American classic film	2
