index	table_id	annotator_id	premise	hypothesis	label
1139	T169	GW0	 The institutions of Felix Wankel is Paki, Reich Air Ministry, Goetze AG, NSU, Wankel GmbH.  Felix Wankel was born on (1902-08-13)13 August 1902 , Lahr, Grand Duchy of Baden, German Empire.  Felix Wankel died on 9 October 1988(1988-10-09) (aged 86) , Heidelberg, Baden-Württemberg, West Germany.  The nationality of Felix Wankel is German. 	Felix Wankel speaks German and English.	1
4578	T703	GW28	 Desperado is a album.  Desperado was released on April 17, 1973 (1973-04-17).  Desperado was recorded on 1973.  The studio of Desperado is Island Studios, London, England. 	Desperado is a music album recorded and released 46 years ago.	2
70	T9	GW10	 The birth name of Jeff Lynne is Jeffrey Lynne.  The website of Jeff Lynne is www.ftmusic.com.   Jeff Lynne was also known as Otis Wilbury, Clayton Wilbury.  The associated acts of Jeff Lynne are Electric Light Orchestra, Traveling Wilburys, Tom Petty and the Heartbreakers, The Idle Race, The Move, George Harrison, The Beatles. 	Jeffrey Lynne owns ftmusic.com.	1
15920	T2651	GW1	 Wilhelmina International Inc. is a organization.  The website of Wilhelmina International Inc. is wilhelmina.com.   The industry of Wilhelmina International Inc. is Modeling and talent agency.  The type of Wilhelmina International Inc. is Public company. 	Wilhelmina International Inc. has a web presence.	2
15216	T2573	GW115	 The city area of Lusaka Mwalusaka is Population: 1,747,152, Area: 418 km2 (161 sq mi).  The country of Lusaka Mwalusaka is Zambia.  The website of Lusaka Mwalusaka is http://www.lcc.gov.zm.   Lusaka Mwalusaka was city status on 25 August 1960. 	Lusaka  websites have more information's about their country	1
12364	T2022	GW4	 Horses is a album.  Horses was released on December 13, 1975.  The studio of Horses is Electric Lady Studios (New York, New York).  The length of Horses is 43 : 26. 	The album Horses was over an hour in length.	0
616	T96	GW1	 The associated acts of Jemaine Clement are Bret McKenzie, The Humourbeasts, Flight of the Conchords, So You're a Man.  Jemaine Clement was born on (1974-01-10) 10 January 1974 (age 44) , Masterton, New Zealand.  The genres of Jemaine Clement are Observational comedy, satire, black comedy, self-deprecation, cringe comedy, deadpan.  The years active of Jemaine Clement is 1994-present. 	Jemaine Clement has been active in music for less than 20 years.	0
4430	T685	GW51	 Déjà vu is a album.  Déjà vu was released on March 11, 1970.  Déjà vu was recorded on July, 1969 - January, 1970.  The genre of Déjà vu are Folk, folk rock. 	DŽjˆ vu is a folk rock album released in 1970.	2
7664	T1211	GW27	 Buckpasser is a animal.  The breeder of Buckpasser is Ogden Phipps.  The owner of Buckpasser is Ogden Phipps. Racing colors: Black, cherry cap..  The sex of Buckpasser is Stallion. 	Buckpasser's breeder and owner are different people.	0
11069	T1840	GW86	 Izarra is a food&drink.  The manufacturer of Izarra is Remy Cointreau.  The country of origin of Izarra is Northern Basque Country, France.  The proof (us) of Izarra is 40-48. 	Izarra contains at least 20% alcohol.	2
14641	T2507	GW1	 Problem Child is a movie.  The running time of Problem Child is 81 minutes.  The budget of Problem Child is $10 million.  In the box office, Problem Child made $72.2 million.  	Problem Child did not recoup it's budget at the box office.	0
12003	T1973	GW93	 The breeder of Imperial Commander is Owen O'Flynn.  The owner of Imperial Commander is Our Friends in the North.  Imperial Commander died on 6 April 2017 (aged 16).  The country of Imperial Commander is Ireland. 	Imperial Commander lived its whole life in Ireland.	1
15623	T2618	GW120	 The subsidiaries of Sunrise Inc. is Sunrise Music Publishing , Bandai Namco Pictures , Sunrise Beyond.  The industry of Sunrise Inc. is Animation studio and production company.  Sunrise Inc. was founded on September 1972; 47 years ago (1972-09) (as Sunrise Studio YK) , November 1976; 43 years ago (1976-11) (as Nippon Sunrise; renamed Sunrise in June 1987; 32 years ago (1987-06)).  The headquarters of Sunrise Inc. is Suginami, Tokyo, Japan. 	Sunrise Inc., a Animation studio and production company was founded in the year 1972 and having the headquarters in  Suginami, Tokyo, Japan.	2
8725	T1356	GW72	 Derby County was founded on 1884; 135 years ago (1884).  The owner of Derby County is Mel Morris.  The chairman of Derby County is Mel Morris.  The manager of Derby County is Frank Lampard. 	Derby County has always been owned by Mel Morris	1
7533	T1195	GW6	 The origin of Bronski Beat is London, England, U.K..  The genres of Bronski Beat was on Synth-pop, Hi-NRG, new wave.  The labels of Bronski Beat is London Records.  The associated acts of Bronski Beat is The Communards, Jimmy Somerville.  	Jimmy Somerville is associated with a British band.	2
10429	T1743	GW85	 Isabella is a painting.  The artist of Isabella is John Everett Millais.  The medium of Isabella is Oil on canvas.  The location of Isabella is Walker Art Gallery, Liverpool.  	Isabella is not in a gallery	0
6661	T1078	GW28	 Chew was created by John Layman , Rob Guillory.  Chew was written by John Layman.  The artist(s) of Chew is Rob Guillory.  The colorist(s) of Chew is Rob Guillory , Lisa Gonzales (#5-8) , Steve Struble (#9-18)  , Taylor Wells (#27, 19-60).  	Chew is a product of Artificial Intelligence.	0
13605	T2392	GW117	 Gymnastics at the Games of the XXVIII Olympiad is a sports event.  The venue of Gymnastics at the Games of the XXVIII Olympiad is Olympic Indoor Hall (artistic and trampoline) , Galatsi Olympic Hall (rhythmic).  The dates of Gymnastics at the Games of the XXVIII Olympiad is 14 - 29 August 2004.  	More than 50 athletes competed in gymnastics events.	1
6998	T1119	GW28	 Burzum was also known as Count Grishnackh.  The genres of Burzum are Black metal, dark ambient, neo-Medieval music.  The years active of Burzum was on 1991-1999, 2009-2018.  The associated acts of Burzum are Mayhem, Old Funeral, Darkthrone. 	Burzum has performed continuously since their debut.	0
7311	T1160	GW72	" The product type of Lysol is Disinfectant, all-purpose cleaners.  The owner of Lysol is Reckitt Benckiser.  The previous owners of Lysol is Lehn & Fink (later subsidiary of Sterling Drug).  The tagline of Lysol is ""Healthing"". "	Reckitt Benckiser makes all-purpose cleaner products	2
10468	T1749	GW93	 Infinite is a album.  Infinite was released on November 12, 1996.  Infinite was recorded on 1995-96.  The producer of Infinite are Eminem, Jeff & Mark Bass (exec.), Mr. Porter.  	Infinite was recorded in 1993.	0
2032	T304	GW14	 Charles Sumner Tainter was born on April 25, 1854   ( 1854-04-25 )   Watertown, Massachusetts, U.S..  Charles Sumner Tainter died on April 20, 1940   ( 1940-04-21 )  (aged 85)  San Diego, California, U.S..  Charles Sumner Tainter was known for Photophone, phonograph Father Of The Speaking Machine.  The spouse(s) of Charles Sumner Tainter are Lila R. Munro, 1886 , Laura F. Onderdonk, 1928.  	Charles Tainter didn't marry until after the age of 30.	2
10342	T1727	GW84	 Saint Joan of Arc was born as Jeanne d'Arc 6 January  c.1412  Domremy, Duchy of Bar, Kingdom of France.  Saint Joan of Arc died on 30 May 1431 (aged approx. 19)    Rouen, Normandy  (then under English rule).  The beatified of Saint Joan of Arc was on 18 April 1909, Notre-Dame de Paris, by Pope Pius X.  The canonized of Saint Joan of Arc was on 16 May 1920, St. Peter's Basilica, Rome by Pope Benedict XV. 	Saint Joan of Arc was born in London.	0
6542	T1065	GW14	 Casín cheese is a food.  The country of origin of Casín cheese is Spain.  The source of milk of Casín cheese is Cows.  The texture of Casín cheese is Semi-hard. 	Casin cheese is a product in a solid state of matter.	2
15436	T2597	GW107	 The mayor of Medellín is Federico Gutiérrez, 2016-2019.  The metro density (2019) of Medellín is 6,925/km 2  (17,940/sq mi).  Medellín was founded on March 2, 1616.  The time zone of Medellín is UTC−05:00. 	Medellín was founded in the 15th century.	0
1607	T583	GW4	 The participants of City2Surf is ca.  80,000.   The distance of City2Surf is 13.907 kilometres (8.641 mi).  City2Surf was established on 5 September 1971.  City2Surf was course records on Men : 40:02.46 (1991) by Steve Moneghetti, Women : 45:08 (2001) by Susie Power. 	City2Surf has been going on for over 40 years.	1
16537	T2719	GW107	 The edited by of Obaltan is Kim Hui-su.  The directed by of Obaltan is Yu Hyun-mok.  The produced by of Obaltan is Kim Seong-chun.  The written by of Obaltan is Lee Beom-seon. 	Obaltan was directed and written by the same person.	0
3224	T510	GW51	 Crazy, Stupid, Love. was directed by Glenn Ficarra, John Requa.  Crazy, Stupid, Love. was produced by Steve Carell, Denise Di Novi.  Crazy, Stupid, Love. was written by Dan Fogelman.  Crazy, Stupid, Love. was starring Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone, Marisa Tomei, Kevin Bacon. 	Crazy, Stupid, Love was the first movie Steve Carrell directed and produced.	0
2042	T307	GW27	 Debut was released on 5 July 1993.  The studio of Debut are Wild Bunch , Olympic , Townhouse , Livingston , Matrix , Swanyard , Workhouse (London) , Beats Studio (Mumbai) , Summa Studio (Los Angeles).  The label of Debut are One Little Indian , Elektra.  The producer of Debut are Nellee Hooper , Bjobrk.  	Bjšrk worked as a producer in all nine studios.	1
6599	T1128	GW27	 Britney Jean is a album.  Britney Jean was released on November 29, 2013 (2013-11-29).  Britney Jean was recorded on May-October 2013.  The studio of Britney Jean are The Future, Record Plant , (Los Angeles, California), i85 , (Westlake Village, California), Glenwood Place Studios , (Burbank, California), DAZMO Music Studios , (Montreal, Canada), Guerilla Studios , (London, England), Piano Music Studios , (Amsterdam, Netherlands), KBK Studios , (Stockholm, Sweden). 	'Britney Jean' was recorded the same year it was released.	2
1146	T169	GW2	 The institutions of Felix Wankel is Paki, Reich Air Ministry, Goetze AG, NSU, Wankel GmbH.  The projects of Felix Wankel is Wankel engine.   The occupation of Felix Wankel is Engineer.  The discipline of Felix Wankel is Mechanical engineering. 	Felix Wankel had a career in the arts.	0
10800	T1802	GW2	 Is This It was released on July 30, 2001.  Is This It was recorded on March-April 2001.  The studio of Is This It is Transporterraum, New York City.  The length of Is This It is 36 : 28. 	Is This It got to number 40 on the charts.	1
12514	T2271	GW89	 Men's super heavyweight boxing at the Games of the XXX Olympiad is a sports event.  The venue of Men's super heavyweight boxing at the Games of the XXX Olympiad is ExCeL Exhibition Centre.  The date of Men's super heavyweight boxing at the Games of the XXX Olympiad is 1-12 August.  The competitors of Men's super heavyweight boxing at the Games of the XXX Olympiad is 16 from 16 nations.  	There were twelve competitors in the super heavyweight boxing tournaments.	0
6663	T1339	GW0	 The genres of Boston are Hard rock, progressive rock.  The years active of Boston is 1976-present.  The labels of Boston are Epic, MCA, Artemis, Frontiers.  The associated acts of Boston are Cosmo, Orion the Hunter, RTZ, Stryper. 	Boston has kept the original members for the past 40 years.	1
13228	T2350	GW116	 The surface of GEICO 500 (Monster Energy NASCAR Cup Series) is Asphalt.  The length of GEICO 500 (Monster Energy NASCAR Cup Series) is 2.66 mi (4.28 km).  The turns of GEICO 500 (Monster Energy NASCAR Cup Series) is 4.  	GEICO 500 features 2 turns.	0
9479	T1515	GW84	 The format of Justice League Elite is Limited series.  The publication date of Justice League Elite was on September 2004 - August   2005.  The main character(s) of Justice League Elite are Sister Superior, Coldcast, Menagerie, Manitou Raven, Green Arrow, Flash, Major Disaster, Kasumi, Naif al-Sheikh.  The no. of issues of Justice League Elite is 12.  	Justice League Elite was available 12 times a year.	2
12340	T2020	GW93	 Horace Smith is a person.  Horace Smith died on January 15, 1893 (aged 84)  Springfield, Massachusetts.  The spouse(s) of Horace Smith are Eliza Foster, Eliza Hebbard Jepson, Mary Lucretia Hebbard.  The partner(s) of Horace Smith is Daniel B. Wesson.  	Horace Smith had one wife.	0
3997	T629	GW33	 Dan Bilzerian was born as Dan Brandon Bilzerian ,  (1980-12-07) December 7, 1980 (age 38) , Tampa, Florida, United States.  The residence of Dan Bilzerian are Bel Air, Los Angeles, California, United States, Las Vegas, Nevada, United States.  The citizenship of Dan Bilzerian is United States (1980-present) , Armenia (2018-present).  The alma mater of Dan Bilzerian is University of Florida. 	Dan Bilzerian is an non- american Citizen	0
9874	T1606	GW4	 Katy Perry was born on October 25, 1984  (age 34)   Santa Barbara, California, U.S..  The birth name of Katy Perry is Katheryn Elizabeth Hudson.  The other names of Katy Perry are Katy Hudson, Katheryn Perry.  The occupation of Katy Perry are Singer, songwriter, actress, businesswoman, philanthropist, television judge. 	Katy Perry uses her legal name for her stage name.	0
8523	T1331	GW11	 The parent(s) of Carly Simon is Richard L. Simon , Andrea Heinemann Simon.  The associated acts of Carly Simon is James Taylor , The Simon Sisters , Elephant's Memory , Jimmy Webb , Hall & Oates , Russ Kunkel , Andreas Vollenweider , Carole Bayer Sager , Marvin Hamlisch , Richard Perry , Cat Stevens.  The spouse(s) of Carly Simon is James Taylor , ( m. 1972;  div. 1983) , James Hart , ( m. 1987;  div. 2007).  The children of Carly Simon is Sally Taylor , Ben Taylor. 	Carly Simon's parents Richard,  and Andrea were never married.	0
323	T50	GW3	 Jesse Plemons is a person.  Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The occupation of Jesse Plemons is Actor, comedian.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged). 	Jesse Plemons was a British actor.	0
13603	T2392	GW89	 Gymnastics at the Games of the XXVIII Olympiad is a sports event.  The venue of Gymnastics at the Games of the XXVIII Olympiad is Olympic Indoor Hall (artistic and trampoline) , Galatsi Olympic Hall (rhythmic).  The dates of Gymnastics at the Games of the XXVIII Olympiad is 14 - 29 August 2004.  	All gymnastic events were held at the same venue.	0
15793	T2637	GW119	 Luanda City was founded on 1576.  The city area of Luanda City is Population: 2,571,861 (2019), Area: 116 km2 (45 sq mi).  The metro area of Luanda City is Population: 8,069,612 (2019), Area: 1,876 km2 (724 sq mi).  The metro density of Luanda City is 4,300/km 2  (11,000/sq mi) (2019). 	Luanda was founded in 1600.	0
12668	T2288	GW113	 Malus domestica 'Cornish Gilliflower' is a food.  The cultivar of Malus domestica 'Cornish Gilliflower' is 'Cornish Gilliflowerr'.  Malus domestica 'Cornish Gilliflower' was origin on introduced 1813.  	malus domestica cornish gilliflower introduced in 1813.	2
14849	T2531	GW111	 The Coca-Cola Kid was directed by Dušan Makavejev.  The Coca-Cola Kid was produced by Les Lithgow , Sylvie Le Clezio , David Roe.  The Coca-Cola Kid was written by Frank Moorhouse.  The Coca-Cola Kid was starring Eric Roberts , Greta Scacchi , Bill Kerr. 	The Coca-Cola Kid was directed by Dušan Makavejev.	2
15974	T2657	GW1	 In the box office, West Side Story made $44.1 million.   West Side Story was distributed by United Artists.  West Side Story was produced by Robert Wise.  The release date of West Side Story is October 18, 1961 (1961-10-18). 	West Side Story was released in the Fall of 1961.	2
11306	T1871	GW93	 I Decided is a album.  I Decided was released on February 3, 2017.  The studio of I Decided are Big Island, Kona, HI, Doe, Los Angeles, CA, Germano, New York City, NY, Glenwood Place, Burbank, CA, Max Martin's Studio, Los Angeles, CA, Metropolis, London, UK, Vatican, Los Angeles, CA.  The length of I Decided is 50 : 20. 	I Decided was released in 2017.	2
16141	T2675	GW119	 Dell was founded on February 1, 1984; 35 years ago (1984-02-01).  The founder of Dell is Michael Dell.  The headquarters of Dell is Round Rock, Texas, U.S..  The key people of Dell is Michael Dell ,  (Chairman & CEO)  , Jeff Clarke ,  (Vice-Chairman, Products & Operations)  , Karen Quintos ,  (CCO). 	Michael Dell is now retired.	0
14251	T2464	GW89	 Judoat the Games of the XXX Olympiad is a sports event.  The venue of Judoat the Games of the XXX Olympiad is ExCeL Exhibition Centre.  The dates of Judoat the Games of the XXX Olympiad is 28 July - 3 August 2012.  	The Judo events occurred over a ten day period.	0
889	T132	GW4	 Evan Rachel Wood was born on ( 1987-09-07 )  September 7, 1987  (age 31)   Raleigh, North Carolina, U.S..  The occupation of Evan Rachel Wood are Actress ,   model ,  musician.  The years active of Evan Rachel Wood was on 1994 - present.  The number of children of Evan Rachel Wood are 1.  	The actress Evan Rachel Wood has been working since the 90s.	1
2059	T315	GW0	 Jewess with Oranges is a painting.  The artist of Jewess with Oranges is Aleksander Gierymski.  The year of Jewess with Oranges is 1880-1881.  The dimensions of Jewess with Oranges is 66 cm 55 cm (26 in 22 in). 	Aleksander Gierymski painted Jewess with Oranges in the later half of the 19th Century.	2
3430	T540	GW11	 The issue of David are 18+ children: Amnon, Chileab, Absalom, Adonijah, Shephatiah, Ithream, Shammua, Shobab, Nathan, Solomon, Ibhar, Elishua, Nepheg, Japhia, Elishama, Eliada, Eliphalet, Tamar.  The father of David is Jesse.  The mother of David is Nitzevet (Talmud).   The consort of David are 8 wives: Michal, Ahinoam, Abigail, Maachah, Haggith, Abital, Eglah, Bathsheba. 	David loved his wives .	1
9310	T1463	GW1	 The years active of Jeff Buckley was on 1990-1997.  The birth name of Jeff Buckley is Jeffrey Scott Buckley.  Jeff Buckley was born on ( 1966-11-17 ) November 17, 1966 Orange, California, U.S..  Jeff Buckley died on May 29, 1997 (1997-05-29)  (aged 30) Memphis, Tennessee, U.S.. 	Jeff Buckley was born in the Summer of 1966.	0
13042	T2330	GW119	 Equestrian at the Games of the XXX Olympiad is a sports event.  The venue of Equestrian at the Games of the XXX Olympiad is Greenwich Park.  The dates of Equestrian at the Games of the XXX Olympiad is 28 July - 9 August.  	The dates of the Equestrian competition at the Games of the XXX Olympiad were 1 August to 9 August.	0
8494	T1326	GW6	 The Japan Society of Applied Physics is a organization.  The subsidiaries of The Japan Society of Applied Physics is Optical Society of Japan.  The type of The Japan Society of Applied Physics is public interest incorporated association (公益社団法人).  The area served of The Japan Society of Applied Physics is Japan. 	The Optical Society of Japan is part of a larger organization located in the capital of Japan.	2
8115	T1273	GW1	 FA Cup was founded on 1871; 148 years ago (1871).  The region of FA Cup is England , Wales.  The current champions of FA Cup is Manchester City (6th title).  The most successful club(s) of FA Cup is Arsenal (13 titles). 	The FA cup is almost a century and a half old.	2
2321	T367	GW27	 The associated acts of James Taylor are Carole King, Carly Simon, Peter Asher, Joni Mitchell, Paul McCartney.  The birth name of James Taylor is James Vernon Taylor.  The relatives of James Taylor are Alex Taylor  (brother),  Kate Taylor  (sister),  Livingston Taylor  (brother).  The spouse(s) of James Taylor are Carly Simon ( m.  1972;  div.  1983), Kathryn Walker ( m.  1985;  div.  1995), Caroline Kim Smedvig ( m.  2001). 	James Vernon Taylor has had trouble keeping his marriages going.	1
3933	T620	GW11	 The country of Dalian is People's Republic of China.  Dalian was transfer of sovereignty to japan (treaty of shimonoseki) on 17 April 1895.  Dalian was russian occupation on 3 March 1898 - 2 January 1905.  Dalian was japanese occupation on 1905 - 15 August 1945. 	Dalian people prefer to speak Japanese.	1
6783	T1093	GW51	 The other name(s) of Casper is Cassie.  The sex of Casper is Male.  Casper died on 14 January 2010 (aged 12-13) , Plymouth, Devon, England.  The owner of Casper is Susan Finden (2002-2010).  	Casper was a famous cat on an English reality TV show.	1
6594	T1214	GW59	 Bread is a musician.  The origin of Bread is Los Angeles, California, United States.  The years active of Bread was on 1968 (1968)-1973 (1973), 1976 (1976)-1978 (1978), 1996 (1996)-1997 (1997).  The associated acts of Bread are The Remingtons, The Pleasure Fair, Toast/Radio Dixie.  	No members of Bread were ever replaced through the years.	1
15490	T2603	GW122	 The climate of Douala is Am.  The total area of Douala is Population: 2,768,400 (2015), Area: 210 km2 (80 sq mi).  The elevation of Douala is 13 m (43 ft).  The time zone of Douala is UTC+1 (WAT). 	The climate is PM	0
11144	T1850	GW60	 Humberto Fernandez-Moran Villalobos is a person.  Humberto Fernandez-Moran Villalobos was born on 18 February 1924  Maracaibo, Venezuela.  Humberto Fernandez-Moran Villalobos died on 17 March 1999 (aged 75)  Stockholm, Sweden.  Humberto Fernandez-Moran Villalobos was known for cryoultramicrotomy, electron cryomicroscopy. 	Villalobos died in a different country than where he was born.	2
7577	T1201	GW17	 Casey Affleck is a person.  Casey Affleck was born as Caleb Casey McGuire Affleck-Boldt ,  (1975-08-12) August 12, 1975 (age 43) , Falmouth, Massachusetts, U.S..  The spouse(s) of Casey Affleck is Summer Phoenix , ( m. 2006;  div. 2017).  The number of children of Casey Affleck are 2. 	Casey Affleck has never been married.	0
11173	T1854	GW93	 The species of Humphrey is Cat.  The sex of Humphrey is Male.  The appearance of Humphrey is Black and white fur.  The named after of Humphrey is Humphrey Appleby.  	Humphrey was orange.	0
3669	T576	GW0	 Christopher Nolan was born as Christopher Edward Nolan    ( 1970-07-30 )  30 July 1970  (age 48)   Westminster, London, England.  The years active of Christopher Nolan was on 1989 - present.  The spouse(s) of Christopher Nolan is Emma Thomas ( m.  1997).  The number of children of Christopher Nolan are 4. 	Christopher Nolan has been married for over twenty years.	2
15527	T2607	GW118	 The type of IBM Watson Talent is Subsidiary.  The headquarters of IBM Watson Talent is Wayne, Pennsylvania, United States.  The products of IBM Watson Talent is Talent Acquisition, Talent Development, CRM, Brassring, Employee Assessments, Talent Frameworks, Watson Talent, Watson Career Coach, Watson Candidate Assistance..  The parent of IBM Watson Talent is IBM. 	IBM Watson Talent is a type of Subsidiary	2
12523	T2272	GW116	 Men's super heavyweight boxingat the Games of the XXXI Olympiad is a sports event.  The venue of Men's super heavyweight boxingat the Games of the XXXI Olympiad is Riocentro - Pavilion 6.  The date of Men's super heavyweight boxingat the Games of the XXXI Olympiad is 9-21 August 2016.  The competitors of Men's super heavyweight boxingat the Games of the XXXI Olympiad is 18 from 18 nations.  	The event took place in the Winter.	0
14752	T2520	GW116	 The products of Newegg Inc. are Computer hardware, software, peripherals, gaming, electronics, accessories, DVDs, housewares, appliances, tools, furniture, office products and more.  The type of Newegg Inc. is Private.  The industry of Newegg Inc. are Computers, Computer hardware, Computer software, Consumer electronics, Consumer (final) goods.  The headquarters of Newegg Inc. is City of Industry, California, U.S.. 	Newegg Inc. is a public business.	0
3680	T580	GW28	 The origin of Danzig is Lodi, New Jersey, United States.  The genres of Danzig are Heavy metal, gothic metal, hard rock, blues rock, industrial metal.  The years active of Danzig is 1987-present.  The labels of Danzig are Def American, American, Hollywood, E-Magine, Spitfire, Evilive, Megaforce, Restless, The End. 	Danzig collaborated with many other groups over its 40 year career.	0
3081	T493	GW53	 Dances with Wolves was directed by Kevin Costner.  Dances with Wolves was produced by Jim Wilson, Kevin Costner.  Dances with Wolves was screenplay by Michael Blake.  Dances with Wolves was starring Kevin Costner, Mary McDonnell, Graham Greene, Rodney Grant. 	Kevin Costner directed Dance with Wolves.	2
887	T132	GW1	 Evan Rachel Wood was born on ( 1987-09-07 )  September 7, 1987  (age 31)   Raleigh, North Carolina, U.S..  The years active of Evan Rachel Wood was on 1994 - present.  The spouse(s) of Evan Rachel Wood is Jamie Bell ( m.  2012;  div.  2014).  The number of children of Evan Rachel Wood are 1.  	Evan Rachel Wood was born in the Spring of 1987.	0
6960	T1115	GW17	 Bringing It All Back Home is a album.  Bringing It All Back Home was released on March 22, 1965 (1965-03-22).  Bringing It All Back Home was recorded on January 13-15, 1965.  The label of Bringing It All Back Home is Columbia. 	Bringing It All Back Home was released in March.	2
3652	T574	GW33	 The materials used of Danish Palaces Faberge egg is multi-colored gold, pink-mauve enamel, star sapphire, emeralds, diamonds, crimson velvet lining. Screen is multi-colored gold and watercolor on mother of pearl.  The height of Danish Palaces Faberge egg is 102 millimetres (4.0 in).  The width of Danish Palaces Faberge egg is 67 millimetres (2.6 in).  The surprise of Danish Palaces Faberge egg is 10-panel screen with watercolor paintings of Danish palaces and imperial yachts.  	Danish Palaces FabergŽ egg has 10 panel screen	1
5720	T952	GW51	 The district of Cagayan de Oro is 1st & 2nd districts of Cagayan de Oro.  Cagayan de Oro was founded on 1871.  Cagayan de Oro was cityhood on June 15, 1950.  Cagayan de Oro was highly urbanized city on November 22, 1983. 	Cagayan de Oro is a city that was founded in the late 1800's.	2
6383	T1199	GW67	 The real name of Canelo Álvarez is Santos Saúl Álvarez Barragán.  The weight(s) of Canelo Álvarez are Welterweight, Light middleweight, Middleweight, Super middleweight.  The nationality of Canelo Álvarez is Mexican.  Canelo Álvarez was born on (1990-07-18) July 18, 1990 (age 28) , Guadalajara, Jalisco, Mexico. 	Canelo ?varez is a boxer.	2
3767	T594	GW35	 Clint Eastwood was born as Clinton Eastwood Jr. ,  (1930-05-31) May 31, 1930 (age 88) , San Francisco, California, U.S..  The spouse(s) of Clint Eastwood is Maggie Johnson , ( m. 1953;  div. 1984) , Dina Ruiz , ( m. 1996;  div. 2014).  The domestic partner of Clint Eastwood is Sondra Locke  , ( c. 1975;  sep. 1989) , Frances Fisher  , ( c. 1990;  sep. 1995).  The children of Clint Eastwood are Undetermined number, including  with Roxanne Tunis:, -Kimber Tunis ( b. 1964), with Johnson:, -Kyle Eastwood ( b. 1968), -Alison Eastwood ( b. 1972), with Jacelyn Reeves:, -Scott Eastwood ( b. 1986), -Kathryn Reeves ( b. 1988), with Fisher:, -Francesca Eastwood ( b. 1993), with Ruiz:, -Morgan Eastwood ( b. 1996), by a woman who declines to be identified:, Laurie Murray (b. 1954). 	Scott Eastwood is the son of Sondra Locke.	0
10308	T1722	GW0	 The no contests of Jon Jones is 1.   The wins of Jon Jones is 23.  The by knockout of Jon Jones is 10.  The by submission of Jon Jones is 6. 	Jon Jones has submitted six opponents using a choke hold.	1
14680	T2512	GW119	 The predecessor of DFDS Seaways is DFDS Tor Line , DFDS Lisco , Scandinavian Seaways , Norfolkline.  The headquarters of DFDS Seaways is Copenhagen, Denmark.  The area served of DFDS Seaways is Baltic Sea , English Channel , North Sea.  The divisions of DFDS Seaways is DFDS Seaways France. 	DFDS operates in Denmark only.	0
13079	T2334	GW112	 Men's field hockey at the 2016 Summer Olympics is a city.  The city area of Men's field hockey at the 2016 Summer Olympics is Rio de Janeiro.  Men's field hockey at the 2016 Summer Olympics was dates on 6-18 August 2016.  The venue(s) of Men's field hockey at the 2016 Summer Olympics is Olympic Hockey Centre.  	Men's field hockey at the 2016 Summer Olympics took place in South America.	2
5284	T889	GW28	 Chicago Marathon was date on First/Second Sunday in October (before Columbus Day).  The event type of Chicago Marathon is Road.  The course records of Chicago Marathon are M : 2:03:45 (2013 - Dennis Kimetto) ,   F : 2:17:18 (2002 - Paula Radcliffe).  The official site of Chicago Marathon is chicagomarathon.com.  	Chicago Marathon is an annual event that draws many international elite runners.	1
5453	T912	GW27	 Cannibal Holocaust was directed by Ruggero Deodato.  Cannibal Holocaust was produced by Franco Di Nunzio, Franco Palaggi.  Cannibal Holocaust was written by Gianfranco Clerici.  Cannibal Holocaust was distributed by United Artists Europa. 	'Cannibal Holocaust' was directed and produced by the same man.	0
9160	T1416	GW1	 The relatives of Justin Theroux are Alexander Theroux (paternal uncle), Paul Theroux (paternal uncle), Peter Theroux (paternal uncle), Marcel Theroux (paternal first cousin),  Louis Theroux (paternal first cousin).   Justin Theroux was born on August 10, 1971  (age 47)   Washington, D.C., U.S..  The birth name of Justin Theroux is Justin Paul Theroux.  The alma mater of Justin Theroux is Bennington College. 	Justin Theroux has lived in Washington, D.C. his whole life.	1
14617	T2505	GW122	 The release date of Roman Holiday is August 27, 1953 (1953-08-27).  The running time of Roman Holiday is 118 minutes.  The budget of Roman Holiday is $1.5 million.  In the box office, Roman Holiday made $12 million.  	The Release date of the movie is July 24, 1956	0
10692	T1785	GW93	 Interpol is a musician.  The origin of Interpol is Manhattan, New York, United States.  The genres of Interpol are Post-punk revival, indie rock.  The labels of Interpol are Matador, Soft Limit, Capitol. 	Interpol is a popular band.	1
6363	T1041	GW11	 The mother of Charles I is Anne of Denmark.  Charles I was born on 19 November 1600 , Dunfermline Palace, Dunfermline, Scotland.  Charles I died on 30 January 1649(1649-01-30) (aged 48) , Whitehall, London.  The father of Charles I is James VI of Scotland and I of England. 	Charles I was born at night.	1
14113	T2449	GW110	 Infinity Abyss was written by Jim Starlin.  The penciller(s) of Infinity Abyss is Jim Starlin.  The inker(s) of Infinity Abyss is Al Milgrom.  The letterer(s) of Infinity Abyss is Jack Morelli. 	Jack Morelli inked and colored Infinity Abyss.	0
9234	T1438	GW84	 Jinder Mahal is a person.  The birth name of Jinder Mahal is Yuvraj Singh Dhesi.  Jinder Mahal was born on ( 1986-07-19 )  July 19, 1986  (age 32)  Calgary, Alberta, Canada.  The relatives of Jinder Mahal is Gama Singh (uncle).  	Jinder Mahal was born outside of the US.	2
