index	table_id	annotator_id	premise	hypothesis	label
7194	T1143	GW22	 The location of New York City Landmark is Liberty Island , Manhattan, New York City, , New York, U.S..  New York City Landmark was dedicated on October 28, 1886.  New York City Landmark was designated on September 14, 1976.  The website of New York City Landmark is Statue of Liberty National Monument. 	Statue of Liberty is located in Liberty Island Manhattan, New York City, New York, U.S. and dedicated on October 28, 1886.	2
15287	T2581	GW129	" Friday was directed by F. Gary Gray.  Friday was produced by Patricia Charbonnet.  Friday was starring Ice Cube, Chris Tucker, Nia Long, Tiny ""Zeus"" Lister Jr., Regina King, Anna Maria Horsford, Bernie Mac, John Witherspoon.  Friday was edited by John Carter. "	Friday is Directed by F. Gary Gray	2
14416	T2482	GW86	 The artist of Bat Out of Hell is Meat Loaf.  Bat Out of Hell was singles on You Took the Words Right Out of My Mouth (Hot Summer Night) Released: October 1977, Two Out of Three Ain't Bad Released: February 1978, Paradise by the Dashboard Light Released: August 1978.   Bat Out of Hell was released on October 21, 1977.  The chronology of Bat Out of Hell are Stoney & Meatloaf (1971), Bat Out of Hell (1977), Dead Ringer (1981). 	Bat Out of Hell is the first release featuring Meat Loaf.	0
12015	T1975	GW93	 Jagged Little Pill was released on June 13, 1995.  Jagged Little Pill was recorded on March 8, 1994-April 1995.  The studio of Jagged Little Pill are Westlake Recording Studios, Signet Sound, Hollywood.  The producer of Jagged Little Pill is Glen Ballard.  	Jagged Little Pill was the only album ever produced by Glen Ballard.	1
10419	T1742	GW4	 How Did We Get So Dark? is a album.  How Did We Get So Dark? was released on 16 June 2017  ( 2017-06-16 ).  The studio of How Did We Get So Dark? is ICP Studios  (Brussels, Belgium)  RAK Studios, London.  The genre of How Did We Get So Dark? are Hard rock, stoner rock, alternative rock. 	The album How Did We Get So Dark? took a team to make.	1
6423	T1050	GW51	 Buttery is a food&drink.  The alternative names of Buttery is Rowie, rollie, Aberdeen roll, Cookie.  The type of Buttery is Bread roll.  The main ingredients of Buttery are Flour, lard,  butter or vegetable oil,  yeast.  	Buttery was the first bread to be baked with butter inside.	1
14057	T2443	GW28	 1998 Winter Olympics Men's Ice Hockey is a sport.  The number of matches played in 1998 Winter Olympics Men's Ice Hockey are 35.  The number of goals scored in 1998 Winter Olympics Men's Ice Hockey are 210 (6 per match).  	1998 Winter Olympics Men's Ice Hockey recorded more than two hundred goals in total.	2
14627	T2506	GW116	 The residence of Ron S. Geffner is New York City, United States.  The nationality of Ron S. Geffner is American.  The alma mater of Ron S. Geffner is Rutgers University ,  Benjamin N. Cardozo School of Law.  The employer of Ron S. Geffner is Sadis & Goldberg.  	Ron S. Geffner lives in New York City.	2
1787	T264	GW27	" The unit of Chris Kyle is U.S. Navy SEALs  Sniper element, platoon ""Charlie"", later changed to ""Cadillac"", SEAL Team 3.  Chris Kyle died on February 2, 2013 (2013-02-02)  (aged 38) Erath County, Texas, U.S..  The other work of Chris Kyle are American Sniper  (2012) , American Gun  (2013).   The birth name of Chris Kyle is Christopher Scott Kyle. "	Christopher Scott Kyle died while 'American Gun' was being made.	1
1036	T153	GW1	 Karen Carpenter is a musician.  The genres of Karen Carpenter are Pop , easy listening , soft rock , jazz.  The occupation(s) of Karen Carpenter are Musician , singer.  The instruments of Karen Carpenter are Vocals , drums. 	Karen Carpenter liked making jazz music over easy listening music.	1
6305	T1035	GW28	 British Somaliland Protectorate is a country.  The status of British Somaliland Protectorate is Protectorate of the United Kingdom.  The established was on 1884.  The independence from britain was on 26 June 1960. 	British Somaliland Protectorate was colonized by the British.	2
16183	T2680	GW116	 The metro density of Dakar Ndakaaru is 4,484/km 2  (11,610/sq mi) Data here are for the administrative Dakar  région , which matches almost exactly the limits of the metropolitan area.  Dakar Ndakaaru was settled on 15th century.  The communes d'arrondissement of Dakar Ndakaaru are 19 Cambérène, Parcelles Assaines, Pattie d'Oies, Hann Bel-Air, Dieuppeul Derklé, HLM, Biscuiterie, Grand Dakar, Plateau, Médina, Fass-Gueule Tapée-Colobane, Fann Point-E, Mermoz-Sacré-Coeur, Ouakam, Yoff, Ngor, Liberté, Grand-Yoff, Cape Verde Peninsula.  The capital city of Dakar Ndakaaru are Population: 1,146,053, Area: 83 km2 (32 sq mi). 	Dakar was settled in the 13th century.	0
10215	T1703	GW0	 The spouse(s) of Kate Winslet CBE are Jim Threapleton ( m. 1998;  div. 2001), Sam Mendes ( m. 2003;  div. 2011), Ned Rocknroll ( m. 2012).  The number of children of Kate Winslet CBE are 3.  Kate Winslet CBE was born as Kate Elizabeth Winslet    ( 1975-10-05 )  5 October 1975  (age 43)   Reading, Berkshire, England.  The years active of Kate Winslet CBE is 1991-present. 	Kate Winslet has three daughters with her first husband.	1
2443	T383	GW28	 Felicia Day was born on June 28, 1979 ( 1979-06-28 )   (age 39)   Huntsville, Alabama, U.S..  The residence of Felicia Day is Los Angeles, California, U.S..  The nationality of Felicia Day is American.  The occupation of Felicia Day are Actress , producer , singer , writer. 	Felicia Day is an entertainer from the south.	2
14007	T2437	GW112	 Hotel Lobby is a painting.  The medium of Hotel Lobby is Oil on canvas.  The dimensions of Hotel Lobby is 81.9 cm (32.2 in)   103.5 cm (40.7 in).  The location of Hotel Lobby is Indianapolis Museum of Art.  	Hotel Lobby is an abstract painting.	1
8348	T1305	GW22	 Chic was also known as The Big Apple Band  (1970-1976).  The years active of Chic was on 1970-1983, 1990-1992, 1996-present.  The labels of Chic is Buddah, Atlantic, Warner Bros., Sumthing Else, Virgin EMI.  The associated acts of Chic is Sister Sledge, Diana Ross, David Bowie, Sheila B. Devotion, Debbie Harry, Duran Duran, Norma Jean Wright, Madonna, Sylver Logan Sharp, Luther Vandross, Carly Simon, The Honeydrippers, Johnny Mathis, The Power Station, Distance, Kool & the Gang, Al Jarreau.  	Chic has been consistently active from 1970 and has worked with only 3 labels.	0
9807	T1589	GW84	 Katy Lied is a album.  Katy Lied was released on March 1975.  Katy Lied was recorded on November 1974-January 1975.  The studio of Katy Lied is ABC, Los Angeles. 	Most of Katy Lied was recorded in 1974.	1
4625	T710	GW53	 Dark City is a movie.  The production company of Dark City is Mystery Clock Cinema.  Dark City was distributed by New Line Cinema.  Dark City was produced by Andrew Mason, Alex Proyas. 	Dark City was distributed by Mystery Clock Cinema.	0
15305	T2583	GW107	 A City of Sadness was directed by Hou Hsiao-hsien.  A City of Sadness was distributed by Era Communications (Int'l rights).  The running time of A City of Sadness is 157 minutes.  A City of Sadness was starring Tony Leung Chiu Wai , Sung Young Chen , Jack Kao , Li Tian-lu. 	A City of Sadness was directed by only one person.	2
682	T107	GW1	 The james oliver of James Oliver was on ( 1823-08-28 ) August 28, 1823  Liddesdale, Scotland.  James Oliver was born on August 28, 1823 ( 1823-08-28 ) Liddesdale, Scotland.  James Oliver died on March 2, 1908 (1908-03-02)  (aged 84)  South Bend, Indiana.  James Oliver was known for Oliver Chilled Plow.  	James Oliver was born in the Winter of 1823.	0
7971	T1252	GW12	 Charles Francis Jenkins was born on August 22, 1867 , Dayton, Ohio.  The nationality of Charles Francis Jenkins is American.  The occupation of Charles Francis Jenkins is Engineer.  The projects of Charles Francis Jenkins is Over 400 patents related to a variety of inventions. 	An American engineer, Charles Francis Jenkins patented over 400 inventions.	2
11702	T1933	GW58	 The damsire of Irish War Cry is Polish Numbers.  The record of Irish War Cry is 13: 5-2-0.  The earnings of Irish War Cry is $1,257,060.   Irish War Cry was foaled on May 2, 2014. 	Irish War Cry has made $1,257,060 in earnings over his lifetime.	2
723	T114	GW1	 Evolve is a album.  Evolve was released on June 23, 2017  ( 2017-06-23 ).  Evolve was recorded on September 2016 - May 2017.  The length of Evolve is 39 : 12. 	Evolve was released in the Summer of 2017.	2
3939	T621	GW35	 Diana and Actaeon is a painting.  The artist of Diana and Actaeon is Titian.  The medium of Diana and Actaeon is Oil on canvas.  The location of Diana and Actaeon is National Gallery, London.  	Titian produces only oil on canvas paintings.	1
2049	T313	GW11	 The breeder of Brigadier Gerard is John L. Hislop.  The trainer of Brigadier Gerard is Dick Hern.  The record of Brigadier Gerard is 18: 17-1-0.  The earnings of Brigadier Gerard is euro253,024.70.  	Brigadier Gerard has been trained by 3 people.	0
7142	T1137	GW1	 Carmen Ejogo is a person.  Carmen Ejogo was born as Carmen Elizabeth Ejogo ,  (1973-10-22) 22 October 1973 (age 45) , Kensington, London, England.  The residence of Carmen Ejogo is Brooklyn, New York, U.S..  The years active of Carmen Ejogo is 1986-present. 	Carmen Ejogo has only ever lived in the United States.	0
4787	T763	GW14	 David Hasselhoff was born as David Michael Hasselhoff ,  (1952-07-17) July 17, 1952 (age 66) , Baltimore, Maryland, U.S..  The occupation of David Hasselhoff are Actor, singer, producer.  The spouse(s) of David Hasselhoff are Catherine Hickland , ( m. 1984;  div. 1989) ,  Pamela Bach , ( m. 1989;  div. 2006) ,  Hayley Roberts ( m. 2018).  The number of children of David Hasselhoff are 2, including Hayley Hasselhoff.  	David Hasselhoff has only been married once.	0
15345	T2587	GW123	 The productioncompanies of Black Turin are Dino De Laurentiis International Manufacturing Company, Trianon Productions.  The release date of Black Turin are 28 September 1972 (1972-09-28) (Italy), 28 November 1973 (1973-11-28) (Paris).  The running time of Black Turin is 105 minutes.  In the box office, Black Turin made ₤858.820 million.  	Black Turin's Box office is less than ₤858 million	1
12886	T2312	GW117	 Early Sunday Morning is a painting.  The year of Early Sunday Morning is 1930.  The medium of Early Sunday Morning is Oil paint, canvas.  The dimensions of Early Sunday Morning is 89.4 cm (35.2 in)   153 cm (60 in).  	Early Sunday Morning was painted in 1929.	0
11557	T1910	GW94	 Ignacy Lukasiewicz is a person.  Ignacy Lukasiewicz was born on 8 March 1822  Zaduszniki, Austrian Empire.  Ignacy Lukasiewicz died on 7 January 1882 (aged 59)  Chorkowka, Austria-Hungary.  The occupation of Ignacy Lukasiewicz are Pharmacist, engineer, businessman, inventor, philanthropist.  	Ignacy _ukasiewicz was born in the second half of the 1800s.	0
840	T127	GW9	 The birth name of Jodie Foster is Alicia Christian Foster.  Jodie Foster was born on November 19, 1962 ( 1962-11-19 )  (age 56)   Los Angeles, California, U.S..  The occupation of Jodie Foster are Actress, director, producer.  The number of children of Jodie Foster are 2. 	Jodie Foster is the stage name for an actor born in Los Angeles, CA.	2
9275	T1454	GW87	 The Reverend  Fr. Julius Aloysius (Arthur) Nieuwland CSC, Ph.D. was born on ( 1878-02-14 ) February 14, 1878 Hansbeke, Belgium.  The Reverend  Fr. Julius Aloysius (Arthur) Nieuwland CSC, Ph.D. died on June 11, 1936 (1936-06-11)  (aged 58) Indiana, United States of America.  The buried of The Reverend  Fr. Julius Aloysius (Arthur) Nieuwland CSC, Ph.D. is Community Cemetery near Notre Dame.  The alma mater of The Reverend  Fr. Julius Aloysius (Arthur) Nieuwland CSC, Ph.D. are The University of Notre Dame, The Catholic University of America.  	There is a community cemetery near Notre Dame.	2
14817	T2527	GW128	 The founders of James Richardson Group is Jimmy Richardson (early company) , David Mandie (modern company).  The headquarters of James Richardson Group is Abbotsford, Australia.  The areas served of James Richardson Group is Australasia, Middle East.  The key people of James Richardson Group is Evelyn Danos (Executive Chairman) , Milton Lasnitzki (CEO) , Garry Stock (Duty Free Chairman). 	David Mandie considered moving the James Richardson Group headquarters to another city.	1
15060	T2554	GW122	 The elevation of Kano is 488 m (1,601 ft).  The population density of Kano is 5,700/km 2  (15,000/sq mi).  Kano was city on Population (2006) : 2,828,861, Area : 499 km2 (193 sq mi).  Kano was urban on Population (2006) : 3,550,000, Area : 251 km2 (97 sq mi). 	The Elevation is 488 m (1,620 ft)	1
681	T107	GW1	 James Oliver is a person.  James Oliver was born on August 28, 1823 ( 1823-08-28 ) Liddesdale, Scotland.  The occupation of James Oliver are Inventor, Industrialist.  James Oliver was known for Oliver Chilled Plow.  	James Oliver preferred being known as an industrialist more than an inventor.	1
4012	T630	GW35	 The born of Sir Clive Sinclair is Clive Marles Sinclair ,  (1940-07-30) 30 July 1940 (age 78) , near Richmond, Surrey.  The spouse(s) of Sir Clive Sinclair is Ann Trevor-Briscoe (1962-1985) , Angie Bowness (2010-2017).  The children of Sir Clive Sinclair is Belinda, Crispin, Bartholomew.  The parent(s) of Sir Clive Sinclair is George William Carter Sinclair , Thora Edith Ella Marles.  	Clive Sinclair has three daughters.	0
7766	T1223	GW22	 Cheek to Cheek was released on September 19, 2014.  The length of Cheek to Cheek is 34:43.  The label of Cheek to Cheek are Streamline, Interscope, Columbia.  The producer of Cheek to Cheek are Danny Bennett (executive producer), Dae Bennett, Phil Ramone.  	"Danny Bennett is the only producer of ""Cheek to Cheek"" and album's length is more than 35:00."	0
13274	T2356	GW4	 The reign of George V was on 6 May 1910 - 20 January 1936.  The coronation of George V was on 22 June 1911.  The imperial durbar of George V was on 12 December 1911.  The prime ministers of George V is See list.  	George V was in power for over 20 years.	2
10658	T1778	GW72	 Insomniac is a album.  Insomniac was released on October 10, 1995  ( 1995-10-10 ).  Insomniac was recorded on December 1994 - May 1995.  The studio of Insomniac is Hyde Street Studios, San Francisco, California. 	Insomniac was not released immediately after it was recorded	2
6551	T1115	GW51	 Bringing It All Back Home is a album.  Bringing It All Back Home was released on March 22, 1965 (1965-03-22).  The studio of Bringing It All Back Home is Columbia Studio A & Studio B, New York City.  The genre of Bringing It All Back Home are Folk rock, folk. 	Bringing It All Back Home is a rock album album that ran under an hour.	2
13004	T2326	GW52	 Elvis Presley was released on March 23, 1956.  Elvis Presley was recorded on July 1954 to January 1956.  The length of Elvis Presley is 28:03.  The producer of Elvis Presley is Sam Phillips (Sun recordings) , Steve Sholes (RCA recordings).  	Elvis Presley took over two years to record.	2
747	T117	GW2	 Exile on Main St. is a album.  Exile on Main St. was released on 12 May 1972.  Exile on Main St. was recorded on October 1970, June 1971 - March 1972.  The studio of Exile on Main St. are Olympic Studios, London, villa Nellcote, France, Sunset Sound Recorders, Los Angeles. 	Exile on Main St. was released more than a year after recording started.	2
9771	T1583	GW1	 The also known as of Jeet Kune Do are JKD, Jun Fan Jeet Kune Do.  The focus of Jeet Kune Do is Hybrid.  The creator of Jeet Kune Do is Bruce Lee.  The parenthood of Jeet Kune Do is A mixture of martial arts that is useful to you and personalized to your own style. Main martial arts are Wing Chun, Fencing tactics, Boxing, Kali, Judo, Karate, and Taekwondo techniques for Bruce Lee.  	Bruce Lee was always considered the best at Jeet Kune Do.	1
2193	T344	GW27	 The production company of Hot Fuzz are StudioCanal ,  Working Title Films ,  Big Talk Productions.  Hot Fuzz is a movie.  Hot Fuzz was written by Edgar Wright ,  Simon Pegg.  Hot Fuzz was starring Simon Pegg  Nick Frost. 	'Hot Fuzz'' co-writer casted himself as a star.	1
6977	T1117	GW4	 The associated acts of Bow Wow are Da Brat, Jermaine Dupri, Omarion, Lil Wayne, Soulja Boy, Snoop Dogg, T-Pain, Yung Berg.   Bow Wow was born on (1987-03-09) March 9, 1987 (age 31) , Columbus, Ohio, U.S..  The years active of Bow Wow is 1993-present.  The labels of Bow Wow are Bad Boy, LBW (current), So So Def, Columbia, Cash Money, Republic  (former). 	The artist Bow Wow has only been performing for the past ten years.	0
1199	T2026	GW19	 Hotel California is a album.  Hotel California was released on December 8, 1976.  Hotel California was recorded on March - October 1976.  The studio of Hotel California are Criteria Studios, Miami, FL, Record Plant Studios, Los Angeles, CA. 	The release of the album Hotel California was timed to coincide with the July 4th holiday.	1
12193	T2000	GW93	 The genre of Homogenic are Electronica, trip hop, art pop, experimental.  The length of Homogenic is 43 : 35.  The label of Homogenic are One Little Indian, Elektra.  The producer of Homogenic are Bjork, Mark Bell, Guy Sigsworth, Howie B, Markus Dravs.  	Homogenic is over an hour long.	0
5481	T919	GW59	 Boy Leading a Horse is a painting.  The artist of Boy Leading a Horse is Pablo Picasso.  The medium of Boy Leading a Horse is Oil on canvas.  The location of Boy Leading a Horse is Museum of Modern Art, New York City.  	Picasso didn't work on any other art pieces at the same time he was creating Boy Leading a Horse.	1
2678	T427	GW14	 Composition with Red Blue and Yellow is a painting.  The year of Composition with Red Blue and Yellow is 1929.  The type of Composition with Red Blue and Yellow is Oil and paper on canvas.  The dimensions of Composition with Red Blue and Yellow is 59,5 cm 59,5 cm (23.4 in 23.4 in). 	Composition with Red Blue and Yellow was painted in the 19th century.	0
7597	T1203	GW4	 Cher was born as Cherilyn Sarkisian ,  (1946-05-20) May 20, 1946 (age 72) , El Centro, California, U.S..  The labels of Cher are Atco, Casablanca, Columbia, Geffen, Imperial, Kapp, MCA, Reprise, United Artists, Warner Bros., Warner.  The associated acts of Cher are Sonny & Cher, Allman and Woman, Black Rose.  The parent(s) of Cher are John Sarkisian, Georgia Holt. 	Cher has always lived in California their whole life.	1
12996	T2325	GW13	 The artist of Ellen Terry as Lady Macbeth is John Singer Sargent.  The year of Ellen Terry as Lady Macbeth is 1889 (1889).  The dimensions of Ellen Terry as Lady Macbeth is 221.0 cm   114.5 cm (87.0 in   45.1 in).  The location of Ellen Terry as Lady Macbeth is Tate.  	Ellen Terry as Lady MacBeth has resided at the Tate since 1890.	1
13296	T2358	GW116	 Giant's Causeway was last updated on April 17, 2010.  	Giant's Causeway has always been held at Keeneland.	1
2666	T426	GW40	 The spouse(s) of Jessica Simpson are Nick Lachey , ( m. 2002;  div. 2006), Eric Johnson ,  ( m. 2014).  Jessica Simpson was born as Jessica Ann Simpson ,  (1980-07-10) July 10, 1980 (age 38) , Abilene, Texas, U.S..  The television of Jessica Simpson is Newlyweds: Nick and Jessica.  The associated acts of Jessica Simpson is Nick Lachey. 	Jessica Simpson is currently married to Nick Lachey.	0
8718	T1355	GW22	 The former names of Stony Brook University is State University College on Long Island (1957-1962).  Stony Brook University was established on 1957.  The academic affiliations of Stony Brook University is State University of New York , AAU , URA , APLU.  The sporting affiliations of Stony Brook University is NCAA Division I FCS -  , America East, CAA, MVC. 	Stony Brook University's former name was State University College on Long Island and it was established in 1957.	2
14544	T2497	GW116	 Monty Python and the Holy Grail was distributed by EMI Films (UK), Cinema 5 (US).  The release date of Monty Python and the Holy Grail are 3 April 1975 (1975-04-03) (United Kingdom), 27 April 1975 (1975-04-27) (United States).  The running time of Monty Python and the Holy Grail is 92 minutes.  In the box office, Monty Python and the Holy Grail made $5 million.  	Monty Python and the Holy Grail took 5 years to complete.	1
7633	T1207	GW12	 The associated acts of Busta Rhymes are The Conglomerate, Flipmode Squad, Leaders of the New School, DJ Kay Slay, DJ Khaled, Missy Elliott, N.O.R.E., DMX, Puff Daddy, A Tribe Called Quest.   Busta Rhymes was born as Trevor George Smith Jr. ,  (1972-05-20) May 20, 1972 (age 46) , East Flatbush, Brooklyn, New York City, New York, U.S..  The number of children of Busta Rhymes are 4.  The labels of Busta Rhymes are Conglomerate, Epic (current), Elektra, J, Aftermath, Interscope, Cash Money, Republic (former). 	Busta Rhymes is married to Missy Elliott and has 4 children.	1
2279	T357	GW27	 The official languages of Republic of Bulgaria is Bulgarian.  The capital and largest city was on Sofia 42°41′N 23°19′E / 42.683°N 23.317°E.  The ethnic groups (2011) of Republic of Bulgaria are 84.8% Bulgarians , 8.8% Turks , 4.9% Romani , 0.7% others.  The demonym(s) of Republic of Bulgaria is Bulgarian. 	Sofia has a significant amount of Turks.	1
868	T130	GW5	 John James Rickard Macleod, FRS died on 16 March 1935 (1935-03-16)  (aged 58)  Aberdeen, Scotland.  The citizenship of John James Rickard Macleod, FRS is British.  John James Rickard Macleod, FRS was known for Co-discovery of insulin.  The awards of John James Rickard Macleod, FRS is Nobel Prize in Physiology or Medicine (1923). 	John James Rickard Macleod won his NObel Prize for co-discovering insulin.	1
6821	T1097	GW28	 Cabin Still Bourbon is a food&drink.  The type of Cabin Still Bourbon is Bourbon whiskey.  The country of origin of Cabin Still Bourbon is Kentucky, United States.  The alcohol by volume of Cabin Still Bourbon is 40.0%. 	Cabin Still Bourbon is an American alcohol.	2
8840	T1371	GW28	 The academic staff of Northwestern University is 3,401 (2014).  The students of Northwestern University is 21,208 (Fall 2016).  The undergraduates of Northwestern University is 8,353 (Fall 2016).  The campus of Northwestern University is Evanston main campus, Urban, 240 acres (97 ha); , Chicago campus, Urban, 25 acres (10 ha). 	Northwestern University has a student to faculty ratio of 10 to 1.	0
7530	T1195	GW68	 Bronski Beat is a musician.  The genres of Bronski Beat was on Synth-pop, Hi-NRG, new wave.  The years active of Bronski Beat was on 1983-1995, 2016-present.  The labels of Bronski Beat is London Records. 	Bronski Beat is a synth-pop band active in 2017.	2
15773	T2635	GW1	 The years active of Glass Harp is 1970-present.  The labels of Glass Harp is Decca, Canis Major, Special Friends.  The members of Glass Harp is Phil Keaggy , John Sferra , Daniel Pecchio.  The past members of Glass Harp is Tim Burks , Randy Benson , Steve Markulin , John Carrozzino.  	Glass Harp has been active for close to 50 years.	2
5556	T927	GW27	 Bull and Terrier is a animal.  The other names of Bull and Terrier was on Half-and-half  , Bull & terrier  ,  Fighting bull terrier ,  'Pit' bullterrier , 'Bull terrier' ,  Canis Pugilis.  The breed status of Bull and Terrier is Not recognized as a standardized breed by any major kennel club..  The notes of Bull and Terrier is Progenitor to the American Pit Bull Terrier, American Staffordshire Terrier, Bull Terrier, Miniature Bull Terrier and Staffordshire Bull Terrier.  	The bull & terrier was bred to be a fighter.	1
1413	T452	GW0	 In the box office, Chips made $26.8 million.   The production company of Chips is Primate Pictures.  The running time of Chips is 101 minutes.  The budget of Chips is $25 million. 	Chips made less money at the box office than it cost to be made.	0
12875	T2311	GW89	 Durban eThekwini is a city.  The city area of Durban eThekwini is 595,061.  The metro area of Durban eThekwini is 3,442,361.  The demonym(s) of Durban eThekwini is Durbanite.  	People from Durban are called Durbanites.	2
13454	T2376	GW4	 Gorillaz is a album.  The released of Gorillaz is 26 March 2001 (2001-03-26).  Gorillaz was studio on Studio 13, London, Geejam Studios, Portland, Jamaica.  The genre of Gorillaz are Alternative rock, hip hop, trip hop. 	The Gorillaz album was recorded in two countries.	2
11303	T1870	GW93	 Invisible Touch is a album.  Invisible Touch was released on 6 June 1986.  Invisible Touch was recorded on October 1985-February 1986.  The studio of Invisible Touch is The Farm  (Chiddingfold, Surrey). 	Invisible Touch was released in 1986.	2
12573	T2278	GW1	 The location of Carthage is Tunisia.  The type of Carthage is Cultural.  Carthage was designated on 1979  (3rd session).  The reference no. of Carthage is 37. 	Carthage used to have a different name.	1
13477	T2378	GW117	 Grande Odalisque is a painting.  The artist of Grande Odalisque is Jean Auguste Dominique Ingres.  The medium of Grande Odalisque is Oil on canvas.  The location of Grande Odalisque is Louvre, Paris.  	Jean Auguste Dominique Ingres painted Grande Odalisque with watercolors.	0
7859	T1237	GW72	 Bring Me the Horizon is a musician.  The genres of Bring Me the Horizon are Metalcore, alternative metal, alternative rock, post-hardcore, electronic rock, deathcore (early).  The years active of Bring Me the Horizon is 2004-present.  The labels of Bring Me the Horizon are BMG, Sony, RCA, Columbia, Visible Noise, Epitaph, Thirty Days of Night, Earache, Shock. 	Bring Me the Horizon had a deathcore style later on	0
5397	T905	GW28	 Cagayan de Oro is a city.  The mayor of Cagayan de Oro is Oscar Moreno (PDP-Laban).  The vice mayor of Cagayan de Oro is Rainier Joaquin Uy (PDP-Laban).  The electorate of Cagayan de Oro is 305,321 voters (2016).  	Cagayan de Oro is a region governed by elected officials led by the Mayor and Vice Mayor.	2
8183	T1284	GW1	 The former name of Georgia Institute of Technology is Georgia School of Technology (1885-1948).  The nickname of Georgia Institute of Technology is Yellow Jackets.  The affiliation of Georgia Institute of Technology is University System of Georgia.  The academic affiliation of Georgia Institute of Technology is AAU , SURA , ORAU , APLU. 	Georgia Institute of Technology was the school's original name.	0
8810	T1366	GW22	 National Union of Teachers is a organization.  The full name of National Union of Teachers is National Union of Teachers.  The website of National Union of Teachers is www .teachers .org .uk.   The affiliation of National Union of Teachers is TUC, EI. 	National Union of Teachers has no affiliations.	0
3176	T503	GW33	 Counting Crows is a musician.  The genres of Counting Crows are Alternative rock, roots rock, pop rock, jangle pop.  The years active of Counting Crows was on 1991  - present.  The labels of Counting Crows is Geffen, Capitol, Cooking Vinyl. 	Counting Crows is a closed band	0
4228	T658	GW33	 The instruments of Demi Lovato are Vocals, guitar, piano, drums.  The website of Demi Lovato is demilovato .com.   The occupation of Demi Lovato are Singer, songwriter, actress, author.  The genres of Demi Lovato are Pop, pop rock, R&B. 	Demi Lovato is music director	0
686	T107	GW4	 The james oliver of James Oliver was on ( 1823-08-28 ) August 28, 1823  Liddesdale, Scotland.  James Oliver was born on August 28, 1823 ( 1823-08-28 ) Liddesdale, Scotland.  James Oliver died on March 2, 1908 (1908-03-02)  (aged 84)  South Bend, Indiana.  The nationality of James Oliver are Scottish, American. 	James Oliver was born in the United Kingdom.	2
718	T2014	GW7	 The origin of Hootie & the Blowfish is Columbia, South Carolina, United States.  The genres of Hootie & the Blowfish are Roots rock, pop rock, pop, alternative rock, jangle pop, folk rock.  The years active of Hootie & the Blowfish was on 1986 - 2008, 2018 - present.  The labels of Hootie & the Blowfish are Atlantic, Sneaky Long, Vanguard, UMG Nashville. 	They still go on tours	1
2292	T359	GW44	 Chester Floyd Carlson was born on February 8, 1906 ( 1906-02-08 )  Seattle, Washington, United States.  Chester Floyd Carlson died on September 19, 1968 (1968-09-19)  (aged 62)  New York City, United States.  The residence of Chester Floyd Carlson are New York City, New York , Rochester, New York.  The alma mater of Chester Floyd Carlson are San Bernardino High School  , Riverside Junior College , California Institute of Technology , New York Law School. 	K	0
3602	T566	GW51	 Davao City was highly urbanized city on December 22, 1979.  The founded by of Davao City is Don Jose Cruz de Oyanguren of Guipuzcoa, Spain.  Davao City was founded on June 29, 1848.  Davao City was chartered on October 16, 1936. 	Davao City was originally founded by Portugal.	0
960	T141	GW4	 The city area of Bridgeport, Connecticut is 19.4 sq mi (50.2 km 2 ).  The land area of Bridgeport, Connecticut is 16.0 sq mi (41.4 km 2 ).  The water area of Bridgeport, Connecticut is 3.4 sq mi (8.8 km 2 ).  The urban area of Bridgeport, Connecticut is 9,014.3 sq mi (3,843.8 km2). 	Bridgeport Connecticut is very close to being at seal level.	2
14486	T2490	GW118	 Barings Bank is a organization.  The industry of Barings Bank is Banking.  The number of fate of Barings Bank is Collapsed , (Purchased for £1 by ING)..  The successor of Barings Bank is ING Group  , Baring Asset Management. 	Barings Bank is a type of Banking industry	2
4060	T637	GW33	 The origin of Daughtry is McLeansville, North Carolina, U.S..  The years active of Daughtry is 2006-present.  The labels of Daughtry are RCA, 19.  The website of Daughtry is daughtryofficial .com.  	Daughtry is closed on 2006	0
321	T50	GW3	 Jesse Plemons was born as Jesse Lon Plemons    ( 1988-04-02 )  April 2, 1988  (age 30)   Dallas, Texas, U.S..  The occupation of Jesse Plemons is Actor, comedian.  The years active of Jesse Plemons was on 1998 - present.  The partner(s) of Jesse Plemons are Kirsten Dunst (2016 - present, engaged). 	Jesse Plemons acted in comedy films.	2
4535	T697	GW51	 Cleopatra and Caesar is a painting.  The artist of Cleopatra and Caesar is Jean-Léon Gérôme.  The medium of Cleopatra and Caesar is Oil on canvas.  The location of Cleopatra and Caesar is Private collection.  	Cleopatra and Caesar has been a public collection in the Boston Museum of Fine Arts for decades.	0
12940	T2318	GW116	 The reign of Edward VII was on 22 January 1901 - 6 May 1910.  The coronation of Edward VII was on 9 August 1902.  The predecessor of Edward VII is Victoria.  The successor of Edward VII is George V. 	George I was the successor.	0
16250	T2688	GW129	 A Thousand Words was directed by Brian Robbins.  A Thousand Words was produced by Alain Chabat, Stephanie Danan, Nicolas Cage, Norman Golightly, Brian Robbins, Sharla Sumpter Bridgett.  A Thousand Words was written by Steve Koren.  A Thousand Words was starring Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney. 	A Thousand Words Directed by Brian Robbins	2
